mdate,key,author,editor,title,pages,year,volume,journal,number,url,ee,address,booktitle,month,cdrom,publisher,note,crossref,isbn,series,school,chapter,cite
2012-06-15,journalsijtmJolly00,Dominique R. Jolly,,Three generic resource-based strategies.,773-787,2000,19,IJTM,7/8,db/journals/ijtm/ijtm19.html#Jolly00,http://dx.doi.org/10.1504/IJTM.2000.002846,,,,,,,,,,,,journalsactaSimon83
2012-06-06,journalsijtmHugginsJ12,Robert Huggins|Andrew Johnston,,Knowledge alliances and innovation performance: an empirical perspective on the role of network resources.,245-265,2012,57,IJTM,4,ijtm/ijtm57.html#HugginsJ12,http://dx.doi.org/10.1504/IJTM.2012.045547,,,,,,,,,,,,journalsactaMilner96
2014-08-22,journalsijtmKawazoeA14,Masaki Kawazoe|Pier A. Abetti,,D and new product development policies after mergers and acquisitions: a case study of SuperPower Inc. under US| Dutch and Japanese ownership.,32-56,2014,66,IJTM,1,db/journals/ijtm/ijtm66.html#KawazoeA14,http://dx.doi.org/10.1504/IJTM.2014.064044,,,,,,,,,,,,journalsactaBlum82
2012-06-08,journalsijtmMillarMC10,Carla C. J. M. Millar|P. Hartley Millar|Chong Ju Choi,,Technology standards and increasing returns: Microsoft versus Nokia and Linux.,357-369,2010,49,IJTM,4,db/journals/ijtm/ijtm49.html#MillarMC10,http://dx.doi.org/10.1504/IJTM.2010.030163,,,,,,,,,,,,journalsactaHonkala11
2012-06-14,journalsijtmCooke03,Philip Cooke,,Biotechnology clusters| Big Pharma and the knowledge-driven economy.,65-80,2003,25,IJTM,1/2,db/journals/ijtm/ijtm25.html#Cooke03,http://dx.doi.org/10.1504/IJTM.2003.003090,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-13,journalsijtmWenC07,Chao-Tung Wen|Yi-Wen Chen,,The innovation process of entrepreneurial teams in dynamic business plan competition: from sense-making perspective.,346-363,2007,39,IJTM,3/4,db/journals/ijtm/ijtm39.html#WenC07,http://dx.doi.org/10.1504/IJTM.2007.013505,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-10,journalsijtmOjanenH09,Ville Ojanen|Jukka Hallikas,,rganisational routines and transformation of customer relationships in collaborative innovation.,306-322,2009,45,IJTM,3/4,db/journals/ijtm/ijtm45.html#OjanenH09,http://dx.doi.org/10.1504/IJTM.2009.022655,,,,,,,,,,,,journalsactaHonkala11
2012-06-13,journalsijtmSawngK07,Yeong-Wha Sawng|Seung Ho Kim,,Cluster characteristics and corporate performance: a case study of IT clusters in Korea.,311-329,2007,39,IJTM,3/4,db/journals/ijtm/ijtm39.html#SawngK07,http://dx.doi.org/10.1504/IJTM.2007.013498,,,,,,,,,,,,journalsactaSimon83
2012-06-15,journalsijtmMathews01,John A. Mathews,,National systems of economic learning: the case of technology diffusion management in East Asia.,455-479,2001,22,IJTM,5/6,db/journals/ijtm/ijtm22.html#Mathews01,http://dx.doi.org/10.1504/IJTM.2001.002973,,,,,,,,,,,,journalsactaHonkala11
2012-06-15,journalsijtmBeroggi00,Giampiero E. G. Beroggi,,Employing analytic tools in large-scale engineering public policy-making.,336-356,2000,19,IJTM,3/4/5,db/journals/ijtm/ijtm19.html#Beroggi00,http://dx.doi.org/10.1504/IJTM.2000.002814,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-13,journalsijtmKaltoftBCGMN07,Rasmus Kaltoft|Harry Boer|Federico Caniato|Frank Gertsen|Rick Middel|Jacob Steendahl Nielsen,,Implementing collaborative improvement - top-down| bottom-up or both?,306-322,2007,37,IJTM,3/4,db/journals/ijtm/ijtm37.html#KaltoftBCGMN07,http://dx.doi.org/10.1504/IJTM.2007.012265,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-13,journalsijtmBarananoBJ05,Ana Maria Baranano|Michael Bommer|David S. Jalajas,,Sources of innovation for high-tech SMEs: a comparison of USA| Canada| and Portugal.,205-219,2005,30,IJTM,1/2,db/journals/ijtm/ijtm30.html#BarananoBJ05,http://dx.doi.org/10.1504/IJTM.2005.006351,,,,,,,,,,,,journalsactaHesselink13
2012-06-14,journalsijtmKurokawaTY02,Sam Kurokawa|Watchara Tong-Ngok|Hajime Yamada,,D persistence: a case of semiconductor laser diodes in the USA and Japan.,813-835,2002,23,IJTM,7/8,db/journals/ijtm/ijtm23.html#KurokawaTY02,http://dx.doi.org/10.1504/IJTM.2002.003039,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-08,journalsijtmShirahadaN11,Kunio Shirahada|Kiyoshi Niwa,,Management of technical-personnel potential: five-factor performance model and its application to management in a Japanese automotive company.,289-308,2011,53,IJTM,2/3/4,db/journals/ijtm/ijtm53.html#ShirahadaN11,http://dx.doi.org/10.1504/IJTM.2011.038595,,,,,,,,,,,,journalsactaSaxena96
2012-06-13,journalsijtmHerstattL04,Cornelius Herstatt|Christopher Lettl,,Management of technology push development projects.,155-175,2004,27,IJTM,2/3,db/journals/ijtm/ijtm27.html#HerstattL04,http://dx.doi.org/10.1504/IJTM.2004.003950,,,,,,,,,,,,journalsactaHesselink13
2012-06-10,journalsijtmWuL09,Xiaobo Wu|Xuefeng Liu,,Absorptive capacity| network embeddedness and local firm's knowledge acquisition in the Global Manufacturing Network.,326-343,2009,46,IJTM,3/4,db/journals/ijtm/ijtm46.html#WuL09,http://dx.doi.org/10.1504/IJTM.2009.023384,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-14,journalsijtmPiippoKKTI03,Petteri Piippo|Jouni Koivuniemi|inen|Markku Tuominen|Takaya Ichimura,,Intranet based system for a product innovation management process.,631-642,2003,25,IJTM,6/7,db/journals/ijtm/ijtm25.html#PiippoKKTI03,http://dx.doi.org/10.1504/IJTM.2003.003128,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-13,journalsijtmWuLYL07,Ruey-Shyang Wu|Fengyi Lin|Shyan-Ming Yuan|Kai-Chih Liang,,A reference model and integration framework for building enterprise computing platform.,439-462,2007,38,IJTM,4,db/journals/ijtm/ijtm38.html#WuLYL07,http://dx.doi.org/10.1504/IJTM.2007.013410,,,,,,,,,,,,journalsactaBozapalidisFR12
2012-06-13,journalsijtmBourgaultGP04,Mario Bourgault|Yves-Chantal Gagnon|Elisabeth Posada,,Investigating the partnering strategy for information technology acquisition in public organisations.,193-208,2004,27,IJTM,2/3,db/journals/ijtm/ijtm27.html#BourgaultGP04,http://dx.doi.org/10.1504/IJTM.2004.003952,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-13,journalsijtmSimmieSZJS04,James Simmie|Corinne Siino|Jean-Mark Zuliani|Guy Jalabert|Simone Strambach,,Local innovation system governance and performance: a comparative analysis of Oxfordshire| Stuttgart and Toulouse.,534-559,2004,28,IJTM,3/4/5/6,db/journals/ijtm/ijtm28.html#SimmieSZJS04,http://dx.doi.org/10.1504/IJTM.2004.005308,,,,,,,,,,,,journalsactaSimon83
2012-06-06,journalsijtmParkHM12,Youngwon Park|Paul Hong|Gyewan Moon,,Implementation of product strategy with differentiated standards.,166-184,2012,57,IJTM,1/2/3,db/journals/ijtm/ijtm57.html#ParkHM12,http://dx.doi.org/10.1504/IJTM.2012.043926,,,,,,,,,,,,journalsactaMilner96
2012-06-11,journalsijtmFarrukhDJPP09,Clare J. P. Farrukh|Marcel Dissel|Karen Jackson|Robert Phaal|David R. Probert,,Valuing technology along a timeline of technological maturity.,42-55,2009,48,IJTM,1,db/journals/ijtm/ijtm48.html#FarrukhDJPP09,http://dx.doi.org/10.1504/IJTM.2009.024599,,,,,,,,,,,,journalsactaMilner96
2012-06-10,journalsijtmPappaST09,Dimitra Pappa|Lampros K. Stergioulas|Panagiotis Telonis,,The role of Knowledge Management in the pharmaceutical enterprise.,127-144,2009,47,IJTM,1/2/3,db/journals/ijtm/ijtm47.html#PappaST09,http://dx.doi.org/10.1504/IJTM.2009.024118,,,,,,,,,,,,journalsactaMilner96
2012-06-13,journalsijtmWuL07,g Wu|Cheng-Yu Lee,,The effects of board competence on operational innovation: tests of universal| contingency and configurational models.,330-345,2007,39,IJTM,3/4,db/journals/ijtm/ijtm39.html#WuL07,http://dx.doi.org/10.1504/IJTM.2007.013499,,,,,,,,,,,,journalsactaMilner96
2012-06-06,journalsijtmKeuppG11,Marcus Matthias Keupp|Oliver Gassmann,,D staff? An empirical exploration.,73-91,2011,56,IJTM,1,db/journals/ijtm/ijtm56.html#KeuppG11,http://dx.doi.org/10.1504/IJTM.2011.042459,,,,,,,,,,,,journalsactaBozapalidisFR12
2013-03-07,journalsijtmNiemannMW13,Helen Niemann|Martin G. Moehrle|Lothar Walter,,The development of business method patenting in the logistics industry - insights from the case of intelligent sensor networks.,177-197,2013,61,IJTM,2,db/journals/ijtm/ijtm61.html#NiemannMW13,http://dx.doi.org/10.1504/IJTM.2013.052174,,,,,,,,,,,,journalsactaHonkala11
2012-06-14,journalsijtmTaylor03,Brian Taylor,,Survival of science centres in New Zealand: what we can learn.,490-500,2003,25,IJTM,5,db/journals/ijtm/ijtm25.html#Taylor03,http://dx.doi.org/10.1504/IJTM.2003.003115,,,,,,,,,,,,journalsactaMilner96
2012-12-02,journalsijtmRoome12,Nigel Roome,,A cybernetic model of corporate responsibility - sensing changes in business and society.,4-22,2012,60,IJTM,1/2,db/journals/ijtm/ijtm60.html#Roome12,http://dx.doi.org/10.1504/IJTM.2012.049103,,,,,,,,,,,,journalsactaSimon83
2012-06-15,journalsijtmRogers01,Juan D. Rogers,,Software's Functional Coding and personnel mobility in technology transfer: linkage fields between industry and publicly funded research.,835-850,2001,22,IJTM,7/8,db/journals/ijtm/ijtm22.html#Rogers01,http://dx.doi.org/10.1504/IJTM.2001.002994,,,,,,,,,,,,journalsactaHesselink13
2012-06-13,journalsijtmKimY07,Junmo Kim|Chang Woo Yoo,,T) manpower policy.,321-338,2007,38,IJTM,3,db/journals/ijtm/ijtm38.html#KimY07,http://dx.doi.org/10.1504/IJTM.2007.012716,,,,,,,,,,,,journalsactaBozapalidisFR12
2012-06-14,journalsijtmRitterW03,Thomas Ritter|Achim Walter,,Relationship-specific antecedents of customer involvement in new product development.,482-501,2003,26,IJTM,5/6,db/journals/ijtm/ijtm26.html#RitterW03,http://dx.doi.org/10.1504/IJTM.2003.003419,,,,,,,,,,,,journalsactaBlum82
2015-08-13,journalsijtmMountMF15,Matthew Paul Mount|Simon Milewski|Kiran Fernandes,,Exploring the knowledge complexities of innovation intermediaries: the case of nanotechnology in the UK.,20-37,2015,69,IJTM,1,db/journals/ijtm/ijtm69.html#MountMF15,http://dx.doi.org/10.1504/IJTM.2015.071029,,,,,,,,,,,,journalsactaBlum82
2012-06-13,journalsijtmWindenMB04,Willem Van Winden|Van Der Meer|Leo van den Berg,,The development of ICT clusters in European cities: towards a typology.,356-387,2004,28,IJTM,3/4/5/6,db/journals/ijtm/ijtm28.html#WindenMB04,http://dx.doi.org/10.1504/IJTM.2004.005293,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-13,journalsijtmWu07,Feng-Shang Wu,,Internationalisation of research and development: the case of Taiwanese firms.,297-310,2007,39,IJTM,3/4,db/journals/ijtm/ijtm39.html#Wu07,http://dx.doi.org/10.1504/IJTM.2007.013497,,,,,,,,,,,,journalsactaHesselink13
2012-06-13,journalsijtmLuCW07,Iuan-Yuan Lu|Chie-Bein Chen|Chun-Hsien Wang,,Fuzzy multiattribute analysis for evaluating firm technological innovation capability.,114-130,2007,40,IJTM,1/2/3,db/journals/ijtm/ijtm40.html#LuCW07,http://dx.doi.org/10.1504/IJTM.2007.013530,,,,,,,,,,,,journalsactaHonkala11
2012-06-10,journalsijtmWuLC09,Ching-Sung Wu|Su-Houn Liu|Chun Liang Chen,,The asymmetries in strategic alliances of MNEs subsidiaries in Taiwan.,336-357,2009,48,IJTM,3,db/journals/ijtm/ijtm48.html#WuLC09,http://dx.doi.org/10.1504/IJTM.2009.024952,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-13,journalsijtmParayilS04,Govindan Parayil|T. T. Sreekumar,,Industrial development and the dynamics of innovation in Hong Kong.,369-392,2004,27,IJTM,4,db/journals/ijtm/ijtm27.html#ParayilS04,http://dx.doi.org/10.1504/IJTM.2004.004276,,,,,,,,,,,,journalsactaSaxena96
2012-06-15,journalsijtmBoddendijk00,Henk Boddendijk,,Value people| stay competitive: next Century's demands.,571-575,2000,19,IJTM,6,db/journals/ijtm/ijtm19.html#Boddendijk00,http://dx.doi.org/10.1504/IJTM.2000.002832,,,,,,,,,,,,journalsactaSimon83
2015-06-09,journalsijtmPablo-Hernando15,Susana Pablo-Hernando,,Transferring knowledge: PhD holders employed in Spanish technology centres.,228-254,2015,68,IJTM,3/4,db/journals/ijtm/ijtm68.html#Pablo-Hernando15,http://dx.doi.org/10.1504/IJTM.2015.069665,,,,,,,,,,,,journalsactaBlum82
2012-06-13,journalsijtmLopez-SanchezMRS06,Jose Ignacio Lopez-Sanchez|Beatriz Minguela-Rata|Antonio Rodriguez-Duarte|Francesco D. Sandulli,,D resources and diversification: controlling for indirect diversification and endogeneity.,136-155,2006,35,IJTM,1/2/3/4,db/journals/ijtm/ijtm35.html#Lopez-SanchezMRS06,http://dx.doi.org/10.1504/IJTM.2006.009232,,,,,,,,,,,,journalsactaBozapalidisFR12
2012-06-11,journalsijtmCebonHS08,Peter Cebon|Oscar Hauptman|Chander Shekhar,,Product modularity and the product life cycle: new dynamics in the interactions of product and process technologies.,365-386,2008,42,IJTM,4,db/journals/ijtm/ijtm42.html#CebonHS08,http://dx.doi.org/10.1504/IJTM.2008.019381,,,,,,,,,,,,journalsactaBlum82
2012-06-14,journalsijtmNielsen03,Klaus Nielsen,,Social capital and the evaluation of innovation policies.,205-225,2003,26,IJTM,2/3/4,db/journals/ijtm/ijtm26.html#Nielsen03,http://dx.doi.org/10.1504/IJTM.2003.003370,,,,,,,,,,,,journalsactaSaxena96
2012-06-15,journalsijtmJong00,Martin De Jong,,Cost-effective use of evaluation models: an empirical cross-national investigation.,368-383,2000,19,IJTM,3/4/5,db/journals/ijtm/ijtm19.html#Jong00,http://dx.doi.org/10.1504/IJTM.2000.002821,,,,,,,,,,,,journalsactaBlum82
2012-06-14,journalsijtmRychenZ02,Frederic Rychen|Jean-Benoit Zimmermann,,Birth of a cluster: the microelectronics industry in the Marseilles Metropolitan Area.,792-817,2002,24,IJTM,7/8,db/journals/ijtm/ijtm24.html#RychenZ02,http://dx.doi.org/10.1504/IJTM.2002.003083,,,,,,,,,,,,journalsactaHesselink13
2012-06-15,journalsijtmNeeO01,Andrew Y. C. Nee|Soh-Khim Ong,,Philosophies for integrated product development.,221-239,2001,21,IJTM,3/4,db/journals/ijtm/ijtm21.html#NeeO01,http://dx.doi.org/10.1504/IJTM.2001.002909,,,,,,,,,,,,journalsactaHonkala11
2012-06-13,journalsijtmTsekouras06,George Tsekouras,,Gaining competitive advantage through knowledge integration in a European industrialising economy.,126-147,2006,36,IJTM,1/2/3,db/journals/ijtm/ijtm36.html#Tsekouras06,http://dx.doi.org/10.1504/IJTM.2006.009965,,,,,,,,,,,,journalsactaHonkala11
2012-06-10,journalsijtmVonortasO09,Nicholas Vonortas|Koichiro Okamura,,Research partners.,280-306,2009,46,IJTM,3/4,db/journals/ijtm/ijtm46.html#VonortasO09,http://dx.doi.org/10.1504/IJTM.2009.023377,,,,,,,,,,,,journalsactaHesselink13
2012-06-13,journalsijtmSawngKH06,Yeong-Wha Sawng|Seung Ho Kim|Hyun-Soo Han,,D group characteristics and Knowledge Management activities: a comparison between ventures and large firms.,241-261,2006,35,IJTM,1/2/3/4,db/journals/ijtm/ijtm35.html#SawngKH06,http://dx.doi.org/10.1504/IJTM.2006.009237,,,,,,,,,,,,journalsactaHesselink13
2012-06-11,journalsijtmOConnorPD08,Gina Colarelli O'Connor|Albert S. Paulson|Richard DeMartino,,Organisational approaches to building a radical innovation dynamic capability.,179-204,2008,44,IJTM,1/2,db/journals/ijtm/ijtm44.html#OConnorPD08,http://dx.doi.org/10.1504/IJTM.2008.020704,,,,,,,,,,,,journalsactaSaxena96
2015-05-07,journalsijtmGhezziCRB15,Antonio Ghezzi|Andrea Cavallaro|Andrea Rangone|Raffaello Balocco,,On business models| resources and exogenous (dis)continuous innovation: evidences from the mobile applications industry.,21-48,2015,68,IJTM,1/2,db/journals/ijtm/ijtm68.html#GhezziCRB15,http://dx.doi.org/10.1504/IJTM.2015.068777,,,,,,,,,,,,journalsactaSimon83
2012-06-14,journalsijtmGeisler02a,Eliezer Geisler,,we stand and where we should go from here.,341-374,2002,24,IJTM,4,db/journals/ijtm/ijtm24.html#Geisler02a,http://dx.doi.org/10.1504/IJTM.2002.003060,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-15,journalsijtmSmedsOC01,Riitta Smeds|Paola Olivari|Mariano Corso,,Continuous learning in global product development: a cross-cultural comparison.,373-392,2001,22,IJTM,4,db/journals/ijtm/ijtm22.html#SmedsOC01,http://dx.doi.org/10.1504/IJTM.2001.002970,,,,,,,,,,,,journalsactaHonkala11
2012-06-14,journalsijtmBowonderTRR03a,B. Bowonder|Manoj. T. Thomas|Vamshi Mohan Rokkam|Artie Rokkam,,Managing strategic innovation: an analysis of Dr. Reddy's Laboratories.,247-267,2003,25,IJTM,3/4,db/journals/ijtm/ijtm25.html#BowonderTRR03a,http://dx.doi.org/10.1504/IJTM.2003.003100,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-08,journalsijtmSteinerGEPW10,Michael Steiner|Javier Alfonso Gil|Oliver Ehret|Michael Ploder|diger Wink,,European medium-technology innovation networks: a multi-methodological multi-regional approach.,229-262,2010,50,IJTM,3/4,db/journals/ijtm/ijtm50.html#SteinerGEPW10,http://dx.doi.org/10.1504/IJTM.2010.032675,,,,,,,,,,,,journalsactaHonkala11
2012-06-11,journalsijtmHaighG08,Nardia Haigh|Andrew Griffiths,,.,48-63,2008,43,IJTM,1/2/3,db/journals/ijtm/ijtm43.html#HaighG08,http://dx.doi.org/10.1504/IJTM.2008.019406,,,,,,,,,,,,journalsactaHonkala11
2012-06-10,journalsijtmWardL09,R. Gerard Ward|Nancy Davis Lewis,,The Pacific Science Association: more than eight decades of science in and of the Pacific.,83-96,2009,46,IJTM,1/2,db/journals/ijtm/ijtm46.html#WardL09,http://dx.doi.org/10.1504/IJTM.2009.022677,,,,,,,,,,,,journalsactaBlum82
2012-06-15,journalsijtmHullCP00,Richard Hull|Rod Coombs|Malcolm Peltu,,Knowledge management practices for innovation: an audit tool for improvement.,633-656,2000,20,IJTM,5/6/7/8,db/journals/ijtm/ijtm20.html#HullCP00,http://dx.doi.org/10.1504/IJTM.2000.002885,,,,,,,,,,,,journalsactaHesselink13
2015-04-10,journalsijtmChoKK15,Yongrae Cho|Euiseok Kim|Wonjoon Kim,,Strategy transformation under technological convergence: evidence from the printed electronics industry.,106-131,2015,67,IJTM,2/3/4,db/journals/ijtm/ijtm67.html#ChoKK15,http://dx.doi.org/10.1504/IJTM.2015.068222,,,,,,,,,,,,journalsactaBlum82
2012-06-15,journalsijtmBlomstromK01,m|Ari Kokko,,Foreign direct investment and spillovers of technology.,435-454,2001,22,IJTM,5/6,db/journals/ijtm/ijtm22.html#BlomstromK01,http://dx.doi.org/10.1504/IJTM.2001.002972,,,,,,,,,,,,journalsactaBozapalidisFR12
2012-06-13,journalsijtmFerguson04,Richard Ferguson,,Why firms on science parks should not be expected to show better performance - the story of twelve biotechnology firms.,470-482,2004,28,IJTM,3/4/5/6,db/journals/ijtm/ijtm28.html#Ferguson04,http://dx.doi.org/10.1504/IJTM.2004.005305,,,,,,,,,,,,journalsactaBlum82
2012-06-13,journalsijtmBerkhoutHDO06,A. J. Berkhout|Dap Hartmann|Patrick van der Duin|Roland Ortt,,Innovating the innovation process.,390-404,2006,34,IJTM,3/4,db/journals/ijtm/ijtm34.html#BerkhoutHDO06,http://dx.doi.org/10.1504/IJTM.2006.009466,,,,,,,,,,,,journalsactaSaxena96
2012-06-13,journalsijtmMiddelWG07,Rick Middel|Saskia Op De Weegh|Jose Gieskes,,Continuous improvement in The Netherlands: a survey-based study into current practices.,259-271,2007,37,IJTM,3/4,db/journals/ijtm/ijtm37.html#MiddelWG07,http://dx.doi.org/10.1504/IJTM.2007.012262,,,,,,,,,,,,journalsactaBlum82
2012-06-14,journalsijtmDrejerBS02,Anders Drejer|David J. Bennett|Amrik S. Sohal,,Impacts and relationships between three evolving disciplines.,2-20,2002,23,IJTM,1/2/3,db/journals/ijtm/ijtm23.html#DrejerBS02,http://dx.doi.org/10.1504/IJTM.2002.002995,,,,,,,,,,,,journalsactaHesselink13
2015-04-23,journalsijtmBennettLPSV01,David Bennett|Xiaming Liu|David Parker 0005|Fred Steward|Kirit Vaidya,,Technology transfer to China: a study of strategy in 20 EU industrial companies.,151-182,2001,21,IJTM,1/2,db/journals/ijtm/ijtm21.html#BennettLPSV01,http://dx.doi.org/10.1504/IJTM.2001.002899,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-08,journalsijtmLinYL10,Chin-Huang Lin|Ho-Li Yang|Dian-Yan Liou,,A cross-national comparative analysis of industrial policy and competitive advantage.,93-106,2010,49,IJTM,1/2/3,db/journals/ijtm/ijtm49.html#LinYL10,http://dx.doi.org/10.1504/IJTM.2010.029412,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-06,journalsijtmFainSD11,Nusa Fain|Jan Schoormans|Joze Duhovnik,,D-marketing integration on NPD success - the case of SMEs in the growing economy of Slovenia.,92-107,2011,56,IJTM,1,db/journals/ijtm/ijtm56.html#FainSD11,http://dx.doi.org/10.1504/IJTM.2011.042458,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-05-07,journalsijtmGastaldiAMC15,Luca Gastaldi|Francesco Paolo Appio|Antonella Martini|Mariano Corso,,Academics as orchestrators of continuous innovation ecosystems: towards a fourth generation of CI initiatives.,1-20,2015,68,IJTM,1/2,db/journals/ijtm/ijtm68.html#GastaldiAMC15,http://dx.doi.org/10.1504/IJTM.2015.068784,,,,,,,,,,,,journalsactaSaxena96
2012-06-08,journalsijtmTherin10,ois Therin,,Learning for innovation in high-technology small firms.,64-79,2010,50,IJTM,1,db/journals/ijtm/ijtm50.html#Therin10,http://dx.doi.org/10.1504/IJTM.2010.031918,,,,,,,,,,,,journalsactaMilner96
2012-06-10,journalsijtmMacrisPMV09,Aristomenis M. Macris|D. Papakonstantinou|Flora Malamateniou|George Vassilacopoulos,,Using ontology-based knowledge networks for user training in managing healthcare processes.,5-21,2009,47,IJTM,1/2/3,db/journals/ijtm/ijtm47.html#MacrisPMV09,http://dx.doi.org/10.1504/IJTM.2009.024111,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-06-09,journalsijtmChakrabartiB15,Alok K. Chakrabarti|Pradip K. Bhaumik,,Technology development in Latin America and the Caribbean: an evaluation of the process in Brazil using patent data.,278-298,2015,68,IJTM,3/4,db/journals/ijtm/ijtm68.html#ChakrabartiB15,http://dx.doi.org/10.1504/IJTM.2015.069641,,,,,,,,,,,,journalsactaMilner96
2013-04-22,journalsijtmSpithoven13,Spithoven,,Open innovation practices and innovative performances: an international comparative perspective.,1-34,2013,62,IJTM,1,db/journals/ijtm/ijtm62.html#Spithoven13,http://dx.doi.org/10.1504/IJTM.2013.053037,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-06-15,journalsijtmLiuW01,Xielin Liu|Steven White,,An exploration into regional variation in innovative activity in China.,114-129,2001,21,IJTM,1/2,db/journals/ijtm/ijtm21.html#LiuW01,http://dx.doi.org/10.1504/IJTM.2001.002903,,,,,,,,,,,,journalsactaBozapalidisFR12
2012-06-13,journalsijtmBierlyD07,Paul E. Bierly III|Paula S. Daly,,Sources of external organisational learning in small manufacturing firms.,45-68,2007,38,IJTM,1/2,db/journals/ijtm/ijtm38.html#BierlyD07,http://dx.doi.org/10.1504/IJTM.2007.012429,,,,,,,,,,,,journalsactaBlum82
2012-06-11,journalsijtmNielsenBG08,Jacob Steendahl Nielsen|Harry Boer|Frank Gertsen,,The influence of learning in collaborative improvement.,107-126,2008,42,IJTM,1/2,db/journals/ijtm/ijtm42.html#NielsenBG08,http://dx.doi.org/10.1504/IJTM.2008.018063,,,,,,,,,,,,journalsactaBozapalidisFR12
2012-06-13,journalsijtmBerkhoutD07,Guus Berkhout|Patrick van der Duin,,New ways of innovation: an application of the cyclic innovation model to the mobile telecom industry.,294-309,2007,40,IJTM,4,db/journals/ijtm/ijtm40.html#BerkhoutD07,http://dx.doi.org/10.1504/IJTM.2007.015754,,,,,,,,,,,,journalsactaBozapalidisFR12
2012-06-15,journalsijtmTemmeB00,Jeroen Th. Temme|Giampiero E. G. Beroggi,,A hypermedia knowledge management system for conflict resolution and policy-making for new telecommunications services.,491-506,2000,19,IJTM,3/4/5,db/journals/ijtm/ijtm19.html#TemmeB00,http://dx.doi.org/10.1504/IJTM.2000.002827,,,,,,,,,,,,journalsactaHesselink13
2012-06-13,journalsijtmNietoP04,Mariano Nieto|Waldo Perez,,elecommunications equipment manufacturing companies: a case study.,40-56,2004,27,IJTM,1,db/journals/ijtm/ijtm27.html#NietoP04,http://dx.doi.org/10.1504/IJTM.2004.003880,,,,,,,,,,,,journalsactaBozapalidisFR12
2012-06-14,journalsijtmNarulaS02,Rajneesh Narula|Bert M. Sadowski,,Technological catch-up and strategic technology partnering in developing countries.,599-617,2002,23,IJTM,6,db/journals/ijtm/ijtm23.html#NarulaS02,http://dx.doi.org/10.1504/IJTM.2002.003028,,,,,,,,,,,,journalsactaBozapalidisFR12
2012-06-06,journalsijtmPialotLB11,Olivier Pialot|my Legardeur|ois Boujut,,Towards a multi-input model| method and tool for early design phases in innovation.,201-217,2011,55,IJTM,3/4,db/journals/ijtm/ijtm55.html#PialotLB11,http://dx.doi.org/10.1504/IJTM.2011.041947,,,,,,,,,,,,journalsactaHonkala11
2012-06-13,journalsijtmHsieh04,Lung-Far Hsieh,,The buyer-supplier long-term partnership effects upon the buyer's operational performance in the Taiwan center-satellite factory system.,243-258,2004,28,IJTM,2,db/journals/ijtm/ijtm28.html#Hsieh04,http://dx.doi.org/10.1504/IJTM.2004.005064,,,,,,,,,,,,journalsactaBlum82
2012-06-08,journalsijtmChenGHZ11,Jian Chen|Yidi Guo|Shuo Huang|Hengyuan Zhu,,The determinants of the choice of innovation source for Chinese firms.,44-68,2011,53,IJTM,1,db/journals/ijtm/ijtm53.html#ChenGHZ11,http://dx.doi.org/10.1504/IJTM.2011.037237,,,,,,,,,,,,journalsactaMilner96
2012-06-15,journalsijtmThee01,Kian Wie Thee,,The role of foreign direct investment in Indonesia's industrial technology development.,583-598,2001,22,IJTM,5/6,db/journals/ijtm/ijtm22.html#Thee01,http://dx.doi.org/10.1504/IJTM.2001.002979,,,,,,,,,,,,journalsactaBozapalidisFR12
2012-06-15,journalsijtmKletzinMS01,Ulf Kletzin|Derk Micke|rgen Schorcht,,FEA design and computation system for springs.,315-328,2001,21,IJTM,3/4,db/journals/ijtm/ijtm21.html#KletzinMS01,http://dx.doi.org/10.1504/IJTM.2001.002915,,,,,,,,,,,,journalsactaMilner96
2012-06-14,journalsijtmCouillardL03,Denis Couillard|e Lapierre,,Leadership| learning and resources for the high-tech firm: an integrated view of technology management.,767-787,2003,26,IJTM,7,db/journals/ijtm/ijtm26.html#CouillardL03,http://dx.doi.org/10.1504/IJTM.2003.003455,,,,,,,,,,,,journalsactaBlum82
2012-06-13,journalsijtmBugliarello04,George Bugliarello,,Urban knowledge parks| knowledge cities and urban sustainability.,388-394,2004,28,IJTM,3/4/5/6,db/journals/ijtm/ijtm28.html#Bugliarello04,http://dx.doi.org/10.1504/IJTM.2004.005294,,,,,,,,,,,,journalsactaMilner96
